Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRatio,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
63888,1027.994,370.11411185354,221.098789213074,,0.801958270467549,65071,285.209971834857,0.808831721274118,0.981819858308617,0.759710269618688,0.77060010061902,0.005793171047044,0.001260121320919,0.593824515074044,0.994048107525741,BARBUNYA
82299,1145.17,421.062064022624,249.711194646781,1.68619618603091,0.805165043060857,83888,323.707184492651,0.770503314234356,0.981058077436582,0.788614027161516,0.76878734075473,0.005116247633904,0.001102443174945,0.59103397530473,0.996599234973521,BARBUNYA
69379,1064.746,365.565189007401,242.659601373313,1.50649381659952,0.747916370468593,70780,297.213873118636,0.738129435170704,0.980206272958463,0.769034574554534,0.813025643731682,0.005269104325623,0.001420147769284,0.661010697365316,0.995808528286985,BARBUNYA
66291,1048.41,371.479240991721,227.64889271841,1.63180780963087,0.790224650902797,67835,290.52422043616,0.766547178538391,0.977238888479398,0.757882929245716,0.782073904481341,0.005603765835358,0.001293156007832,0.611639592070689,0.99807826302039,BARBUNYA
42012,809.77,266.700396449385,202.381087576316,1.31781284330145,0.651285138952539,43087,231.281948611243,0.770975556044924,0.975050479262887,0.805118589919659,0.86719761834001,0.00634819566908,0.002214636090267,0.752031709254586,0.991037045025636,BARBUNYA
58635,926.523,353.294517548406,211.927699146049,1.66705210773291,0.800104026234352,59458,273.233234994475,0.728204172876304,0.986158296612735,0.858330181852242,0.773386569626116,0.006025317942328,0.001329677240746,0.598126786078051,0.997108519422925,BARBUNYA
59151,931.54,305.938941020843,247.631523203349,1.23546040125761,0.587237255737441,60079,274.432855741855,0.797699320315029,0.98455367099985,0.856581990157826,0.897018388133724,0.005172168535119,0.002065655120494,0.804641988650023,0.994103314166278,BARBUNYA
51906,896.485,327.382503613561,202.813180073785,1.61420723985718,0.784997333205235,52774,257.077365415595,0.77632700677525,0.983552506916285,0.811598754249189,0.785250777234712,0.006307218888251,0.001479282656999,0.616618783147719,0.99535050398897,BARBUNYA
57351,952.862,329.425015075134,222.744809682911,1.47893464069528,0.736752607905899,58282,270.225019437702,0.724256813073018,0.98402594282969,0.793762986139103,0.820292956125599,0.005744015188491,0.001604247131525,0.672880533869274,0.995146330588802,BARBUNYA
73118,1060.231,410.436491052175,227.469499700853,1.80435834954552,0.832374462981032,74002,305.117565918361,0.80597442680776,0.988054376908732,0.817397247404398,0.743397754756593,0.005613344061,0.001057514681725,0.552640221777143,0.997160998458275,BARBUNYA
61974,991.559,362.965492328466,218.775097664299,1.6590804721542,0.797934992228303,63233,280.905228761262,0.794905340926582,0.980089510224092,0.792104116347177,0.773917175870418,0.005856738185827,0.001296025402389,0.598947795107243,0.99370259070224,BARBUNYA
70657,1076.783,397.165863913409,227.278960971935,1.74748187080304,0.820077828970464,72048,299.938804612462,0.717038765983357,0.980693426604486,0.765788212583118,0.755197845195111,0.00562104057508,0.001127819116103,0.570323785387339,0.996630475452142,BARBUNYA
68470,1015.665,344.134644646873,255.580884444731,1.34648037310979,0.66964981755378,69737,295.260413242305,0.811948581728489,0.981831739248892,0.834082901211261,0.857979334063504,0.005026064621686,0.001680022661222,0.736128537680054,0.991182628072207,BARBUNYA
58891,981.815,347.19693278773,216.402064068119,1.60440675223153,0.781996085345234,60173,273.829052565644,0.758601589571177,0.978694763432104,0.767714011871827,0.78868511414258,0.005895585620684,0.001407088097314,0.622024209270094,0.997979841404418,BARBUNYA
70718,1060.02,362.183118483475,249.039681853501,1.45431890929146,0.72608297274086,72065,300.068249111067,0.731752240226817,0.981308540900576,0.790882042890068,0.828498717354651,0.005121512464768,0.001488488070624,0.686410124658301,0.998259223819674,BARBUNYA
56277,944.618,335.312633855281,213.921529660294,1.56745622746694,0.770055958425772,57408,267.68283818553,0.698243132583935,0.980298913043478,0.792553098623126,0.798308238815304,0.005958253529067,0.001492729745578,0.637296044160393,0.998933653159254,BARBUNYA
70380,1081.527,369.959354616856,244.269549955746,1.51455371610535,0.751036661420282,71769,299.350295069941,0.800081849805607,0.980646240020064,0.756108977567283,0.809143737911316,0.005256597820643,0.001389911739281,0.654713588601097,0.99159889860046,BARBUNYA
50166,893.846,313.021581741707,204.655814596617,1.52950250819251,0.756661042634373,51209,252.731745139356,0.762517099863201,0.979632486476986,0.789030762785815,0.807393994155648,0.00623971577845,0.00163563587991,0.65188506179861,0.997059837074205,BARBUNYA
81240,1136.169,391.150406250369,267.312789104963,1.46326858344507,0.730042696192558,82832,321.617755440033,0.721786875633029,0.980780374734402,0.79084961532464,0.822235514269595,0.00481475143095,0.001357495997612,0.676071240926185,0.989273807018006,BARBUNYA
59162,930.748,355.312432151804,212.571334357389,1.67149739745449,0.801297596162609,59888,274.458371972184,0.806549242011124,0.987877371092706,0.858199955701285,0.772442355337919,0.006005754236703,0.001318899297077,0.596667192319992,0.997327659109346,BARBUNYA
47143,858.562,296.846277802649,203.058711616237,1.4618741320671,0.729431914752008,47996,244.998636439981,0.717986597624124,0.98222768564047,0.803681098794091,0.825338415066339,0.006296720145147,0.001802280538308,0.681183499384216,0.995804536940729,BARBUNYA
63975,1027.084,339.185714468875,241.047507089327,1.40713222287414,0.703530294387827,65434,285.404099260035,0.794779735135538,0.977702723354831,0.762093453503415,0.841439032026879,0.005301847822882,0.00163944796261,0.708019644618331,0.99627725637035,BARBUNYA
68605,1034.797,369.540924137764,236.678496692688,1.5613624782212,0.76798630136195,69789,295.551347428084,0.709337551826463,0.983034575649458,0.80511016655083,0.799779748664326,0.00538650133573,0.00135946536329,0.639647646373573,0.998721834330202,BARBUNYA
97054,1265.438,428.82189658756,288.692278165726,1.48539441135101,0.739440543074652,99061,351.529501997665,0.774362902324988,0.979739756311767,0.761625646174228,0.819756418212397,0.004418384575469,0.001230786090026,0.672000585200417,0.998185913681307,BARBUNYA
71475,1051.294,378.284523404459,241.795074913422,1.56448398934474,0.769050196016579,72499,301.670012530158,0.783167514025246,0.985875667250583,0.812672673170855,0.797468555718877,0.005292543174599,0.001320378498103,0.635956097360352,0.994943132246434,BARBUNYA
65686,1015.675,352.451030103326,237.83804485974,1.48189508668042,0.737990040226528,66838,289.195457667429,0.771723295267635,0.982764295759897,0.800153214746761,0.820526634814055,0.005365694822387,0.001500294314035,0.673263958439278,0.997706552050177,BARBUNYA
59632,925.853,346.443699743092,219.362460704465,1.57932081282511,0.77400165310958,60256,275.546403590479,0.793611924407772,0.989644184811471,0.874188649244701,0.795356947737288,0.005809694455042,0.00143410639291,0.632592674313975,0.999066776584759,BARBUNYA
74407,1041.935,380.587280208721,249.826820104788,1.52340441290125,0.754391714294025,75370,307.795280673875,0.737615861214375,0.987223033037017,0.861276118131282,0.808737697447677,0.005114939188634,0.001349742697157,0.65405666327297,0.996392807117511,BARBUNYA
91582,1202.076,436.093753917145,268.112150940518,1.62653483770639,0.788679995687153,93036,341.475949352126,0.753538046340179,0.984371641085171,0.79644563221114,0.783033341534637,0.004761784563748,0.001104257923939,0.613141213954899,0.997295544931228,BARBUNYA
77685,1089.383,386.362487699966,259.732748860362,1.48753859263116,0.740322879644083,79154,314.502168566055,0.765671200473093,0.981441241124896,0.82259458555427,0.81400803281473,0.004973450314732,0.00134695258747,0.662609077486907,0.985656574589504,BARBUNYA
60075,937.1,350.75123417832,218.612336329695,1.60444392145072,0.782007593803005,60993,276.568012702057,0.771706038768353,0.984949092518814,0.85966999279505,0.788501894654634,0.005838555708337,0.001392182454011,0.621735237873947,0.997539323158574,BARBUNYA
86530,1150.904,420.921675052285,262.953780962096,1.60074395398391,0.78085722483746,87713,331.923813255291,0.686631593147174,0.98651283162131,0.820915335523427,0.78856431713587,0.004864459436638,0.001160280073306,0.621833682259962,0.995396507261187,BARBUNYA
88811,1234.396,415.85284192776,272.376931760516,1.52675499808256,0.755642800418668,90775,336.270244308762,0.702796594074449,0.978364087028367,0.732432509853664,0.808627981835885,0.00468244746628,0.001234945348935,0.653879213007976,0.99831335660222,BARBUNYA
80641,1131.43,373.936491625984,275.713015492461,1.35625259097066,0.675537336954418,82437,320.429883323931,0.733833833833834,0.978213666193578,0.791608390598953,0.856909904488352,0.004637051768033,0.001542276913068,0.734294584410236,0.995888932642106,BARBUNYA
66026,1010.329,348.704281937521,242.292032328076,1.43919004924337,0.719168932719929,67246,289.942949872357,0.771412882195558,0.981857656961009,0.812829044481785,0.831486634638766,0.005281317692084,0.001557195523189,0.691370023582901,0.995012858285669,BARBUNYA
46278,846.308,300.630214558828,196.478444202609,1.53009260521636,0.756878842543039,47102,242.740560375175,0.790995795303046,0.982506050698484,0.81194676041874,0.807439001869437,0.006496179924777,0.001703243347402,0.651957741739913,0.997555719549799,BARBUNYA
76307,1134.821,403.789911643582,241.441817719367,1.67241083362335,0.80154145881026,78040,311.700320725061,0.777341999103541,0.977793439261917,0.744593971923369,0.771936870478808,0.005291649673602,0.001159038832656,0.595886532004616,0.996567091734764,BARBUNYA
87691,1135.452,397.076040678501,282.71020531043,1.4045338060665,0.702199728393668,89021,334.143156322812,0.767173502239642,0.985059705013424,0.854726811715168,0.841509237756696,0.004528127637711,0.001400664025022,0.708137797229856,0.9946034755628,BARBUNYA
73609,1071.166,393.925189433199,238.664844274018,1.65053713977632,0.795568710012915,74988,306.140310394451,0.763634288796904,0.981610390995893,0.806171096297744,0.777153425590636,0.005351590015259,0.001204175148676,0.603967446907261,0.996870702336318,BARBUNYA
62934,992.28,368.341716775576,218.16744810738,1.68834406769191,0.805720208267317,64268,283.072530472956,0.678892352833303,0.979243169228854,0.803205592829159,0.76850521562136,0.005852825448495,0.001259309883829,0.590600266437233,0.997136456216562,BARBUNYA
67413,1077.615,359.836262287801,239.873652576793,1.50010748751409,0.745398715463274,68823,292.972519921633,0.736030134294137,0.97951266291792,0.729501623129405,0.814182867671381,0.005337787404326,0.001446867873159,0.662893742009593,0.994411865814825,BARBUNYA
61247,967.954,348.507995514052,224.220828153956,1.55430696774859,0.765552394177784,62253,279.252757186737,0.793560507903602,0.983840136218335,0.821457780188687,0.80128077628416,0.005690205161299,0.001446926872178,0.642050882442547,0.99794416022958,BARBUNYA
71243,1053.652,348.702574126766,260.980727068152,1.33612385115207,0.663209716775453,72741,301.180020727749,0.76140347127223,0.979406387044445,0.806413280481031,0.863716080909283,0.004894552084089,0.001680260968104,0.746005468421292,0.996755699447559,BARBUNYA
52808,928.664,332.582478268763,202.732146208414,1.64050193562722,0.792732605319024,54100,259.301434393207,0.702682563338301,0.976118299445471,0.769471188694752,0.779660539373524,0.006297956337463,0.00143549480197,0.607870556656214,0.997212824805312,BARBUNYA
56235,1023.117,321.725234316306,223.769595931442,1.43775222445714,0.718496924224417,57765,267.582932561443,0.746971468041018,0.973513373149831,0.675096663606611,0.831712604484009,0.005721085343937,0.001688695406048,0.691745856457574,0.994559143880888,BARBUNYA
62185,981.28,347.578765483785,230.061534084018,1.51080782307942,0.749594310503917,63550,281.383014926907,0.758566427168596,0.978520849724626,0.811539397114012,0.809551799101588,0.005589430979879,0.00148090066975,0.655374115428618,0.990144340633307,BARBUNYA
75871,1061.687,361.055665100684,268.946659496226,1.34248057134077,0.667187589358707,76977,310.808554416704,0.808514492753623,0.985632071917586,0.845848674430188,0.860832786905676,0.004758809889163,0.001611956498158,0.741033087011793,0.994822522034004,BARBUNYA
73222,1061.6,402.953687616692,232.400633061793,1.73387517197318,0.816925796492043,74190,305.334482075965,0.696053081866231,0.98695241946354,0.816450071528835,0.757740880551051,0.00550317783749,0.001119118779271,0.574171242058283,0.995541261065857,BARBUNYA
80886,1136.801,391.654490406555,263.801127642732,1.48465813587035,0.739136437743196,82299,320.916272282115,0.71949190987449,0.98283089709474,0.786528255899763,0.819386168530812,0.004842055366894,0.001346368767514,0.671393693179604,0.996790108951143,BARBUNYA
61645,952.199,335.139136193424,235.843969559942,1.42102058754674,0.710477841778937,62499,280.158618884372,0.795522002839076,0.986335781372502,0.854382371284718,0.835947189177811,0.005436598851382,0.001637655013414,0.698807703094282,0.993020132833224,BARBUNYA
70518,1045.719,371.099968453487,243.286313298503,1.52536311402838,0.755124332741588,71865,299.643632029173,0.807211538461539,0.981256522646629,0.81036346491583,0.807447204261159,0.005262485726389,0.001379835246114,0.651970987669162,0.994492496007189,BARBUNYA
64036,1028.773,354.632118069436,230.479694324331,1.53866968241635,0.760009407751377,65223,285.540132882684,0.776928489966271,0.981800898456066,0.76031742625518,0.805172792687593,0.005538011713246,0.001435786938485,0.648303226084338,0.997524518988682,BARBUNYA
68732,1029.691,359.009354849489,244.455780132707,1.46860652938783,0.73236005688581,69923,295.82477987609,0.79025007185973,0.982966977961472,0.814619893894497,0.824002984546493,0.005223321812976,0.001485394068987,0.678980918541528,0.997155810299835,BARBUNYA
88631,1174.734,424.329059240033,267.761856237933,1.58472556622469,0.775763239958487,90381,335.929299242299,0.768512416759157,0.980637523373275,0.807079722843121,0.791671680096442,0.004787591917501,0.001160051649394,0.626744049066723,0.993217318035216,BARBUNYA
65563,1033.627,364.120052113853,230.643750485782,1.57871198047614,0.773801827102947,66934,288.924565019092,0.814447204968944,0.979517136283503,0.771153778833802,0.793487102239431,0.005553742997024,0.001358078984917,0.62962178142033,0.993991449497001,BARBUNYA
67848,1001.425,388.536832629535,222.978156736089,1.74248831507472,0.818931035507186,68623,293.916240842848,0.800566371681416,0.988706410387188,0.850178378670361,0.756469441658042,0.005726577535514,0.001156752545348,0.57224601616243,0.997131996511095,BARBUNYA
61348,949.061,356.939355624435,219.2460921673,1.62803063943354,0.789120006353279,62159,279.482914666376,0.7399884203416,0.986952814556219,0.855898013775991,0.782998316835767,0.005818272080988,0.001349016007436,0.613086364167644,0.998123385483836,BARBUNYA
73724,1080.903,367.599733556806,258.782196872974,1.42049854278517,0.710221585924601,75524,306.37935993806,0.732304269225421,0.976166516603993,0.792949099139484,0.833459145831274,0.004986160999902,0.001484168899079,0.694654147769797,0.986755204646675,BARBUNYA
55387,883.864,328.456822846746,215.232414182875,1.52605649150814,0.75538283311386,55945,265.55775014909,0.802640350114483,0.990025918312628,0.890936631966522,0.808501244843972,0.005930215083806,0.001563050391535,0.653674262914252,0.997543852252095,BARBUNYA
62209,977.978,344.174160971056,231.397841451167,1.48736979918496,0.740253597083504,63383,281.437308895658,0.779874134991475,0.981477683290472,0.817344065455251,0.81771771623299,0.005532546110226,0.001525873157236,0.668662263441298,0.994548056497246,BARBUNYA
49991,911.824,329.258433358814,193.819678039798,1.69878743318934,0.808384249283741,51285,252.290542987357,0.737417394382818,0.974768450814078,0.755578602121318,0.766238666732706,0.006586354210934,0.001400493514367,0.587121694396315,0.997394956193294,BARBUNYA
95737,1284.958,431.620041396861,283.31583071815,1.52345896204525,0.754412165371295,97477,349.136268947112,0.765283772981615,0.982149635298583,0.728637993857072,0.808897260231928,0.004508393216801,0.001190625029728,0.654314777610719,0.996821711949695,BARBUNYA
86593,1178.19,425.809208130966,260.669381142022,1.63352215080056,0.790722982898916,88300,332.044623352422,0.770949074074074,0.980668176670442,0.783902384294279,0.779796718840085,0.004917362929232,0.001121599067312,0.608082922713762,0.993316923776475,BARBUNYA
63608,972.463,322.757865468438,251.585802804989,1.28289379555577,0.626417468942593,64527,284.584295001524,0.780791986841136,0.985757899793885,0.845231028536164,0.881726908772584,0.005074170944982,0.00189182620351,0.777442341653657,0.997375956509826,BARBUNYA
51576,861.13,310.852530091912,211.42622146431,1.47026479468341,0.733073347435625,52274,256.258858889328,0.783948928408573,0.986647281631404,0.874017407436813,0.82437437074602,0.006027077130679,0.001717055913646,0.679593103142896,0.999181814260648,BARBUNYA
72923,1083.134,406.963152826787,229.197675886523,1.77559895078638,0.826327267542832,74095,304.710431919753,0.689931501665153,0.984182468452662,0.781106071362931,0.748742066212183,0.005580724227292,0.00108193023947,0.560614681715689,0.99542684064982,BARBUNYA
89356,1293.204,453.645407670266,251.800371014324,1.80160738382891,0.831810384780046,91496,337.300448798034,0.664109996283909,0.976610999387951,0.671428087593727,0.743533259887428,0.005076832083691,0.000957137127832,0.552841708558826,0.996003704228171,BARBUNYA
72840,1060.226,351.397337632567,264.619797092007,1.3279329116498,0.657963190763183,74400,304.536973844736,0.757944683773491,0.979032258064516,0.814297123461276,0.866645649328082,0.004824235826916,0.001678705591221,0.751074681499293,0.997376788669799,BARBUNYA
79456,1147.524,390.526007900021,260.883149758387,1.49693841193538,0.74413420256773,81544,318.066850310555,0.737390142269821,0.974394192092613,0.758251026817767,0.814457536441423,0.004914997078887,0.001334064452434,0.663341078666232,0.992980740870135,BARBUNYA
66483,1030.876,375.319902168264,226.100949414068,1.65996606003155,0.798177791907101,67668,290.944641903967,0.701519468186135,0.982488029792517,0.786153975173258,0.775191084254122,0.00564535147584,0.001257493720786,0.600921217107081,0.997508825150607,BARBUNYA
82952,1154.249,404.452505598695,261.995813906161,1.5437365184146,0.761828359632322,84639,324.98887167851,0.708918743376748,0.980068290031782,0.782415979448837,0.803527898034511,0.004875741460106,0.001253788467348,0.645657082919759,0.996724417276272,BARBUNYA
54113,872.821,327.629921924618,210.782840854933,1.5543481651341,0.765566724733223,54651,262.485831016179,0.717755199490662,0.99015571535745,0.892608672565425,0.801165624538323,0.006054551067666,0.001538689310527,0.641866357941881,0.997683795728269,BARBUNYA
83112,1139.537,393.345556899864,269.348652998301,1.4603583590312,0.728765424508283,84375,325.302144232141,0.747309265836443,0.985031111111111,0.804297530570432,0.827013648751994,0.004732716778562,0.001365654960656,0.683951575222086,0.998814400048133,BARBUNYA
71742,1057.855,360.115007797453,254.166168593591,1.41684870881959,0.708419462488878,73033,302.232942311704,0.730094439469185,0.982323059438884,0.805621517639665,0.839267833240917,0.00501958417381,0.001536207272296,0.704370495912904,0.997986427664815,BARBUNYA
84049,1146.398,395.45124896301,271.309506218196,,0.727530127272931,85440,327.130723863482,0.788082512892639,0.98371956928839,0.803658560670823,0.827234013601715,0.004705008375626,0.001359107146448,0.684316113259602,0.997435237143463,BARBUNYA
72651,1068.024,397.252037053783,233.390643224424,1.70209067324003,0.809214896912609,73683,304.141621887821,0.79405206898813,0.985994055616628,0.800367483942211,0.765613750261636,0.005467950022075,0.001158892621626,0.586164414589687,0.997704983058306,BARBUNYA
67309,1023.514,401.710793696442,214.182063926618,1.87555758092832,0.846005114823018,68457,292.746444071622,0.774976109057833,0.983230348978191,0.807412423292893,0.728749261073725,0.005968158696407,0.00103832338462,0.5310754855155,0.996062652903784,BARBUNYA
70069,1111.06,393.343333949192,227.888126234133,1.72603698336205,0.815070446793919,71813,298.688167927771,0.740514890828771,0.975714703465946,0.713281168646014,0.759357391236106,0.005613657023066,0.001151358405567,0.576623647624904,0.99527374128171,BARBUNYA
72181,1099.699,400.910586686023,231.064506860773,1.73505914920802,0.817203504745296,73688,303.156236252083,0.714076550953177,0.979548908913256,0.750041162494532,0.756169196623143,0.005554239851014,0.001120160671306,0.571791853921689,0.99209268758944,BARBUNYA
76334,1101.834,387.123611082133,251.805860693335,1.53738920141178,0.759546181944194,77736,311.755460910974,0.688214504670201,0.981964598126994,0.790124530901739,0.805312442812566,0.0050714440627,0.001315736855266,0.648528130548742,0.997040144717406,BARBUNYA
75409,1085.018,386.643452058624,249.801762856201,1.54780113493913,0.763271535141853,76423,309.860808797973,0.823143508967264,0.986731743061644,0.80493193803726,0.801412275697845,0.005127285231983,0.001304641540846,0.642261635639198,0.994093288570216,BARBUNYA
80021,1134.74,370.519820005089,275.612844483141,1.34434888439226,0.66834156429167,81760,319.195710511987,0.760106766974429,0.978730430528376,0.780946189198733,0.86148079880748,0.00463028230096,0.001573148212412,0.742149166713973,0.997707404324578,BARBUNYA
66910,996.008,355.780377918921,239.92746817722,1.48286638717051,0.73839396926479,67749,291.87747076167,0.779037816691505,0.987616053373482,0.847569344534215,0.820386645460775,0.005317297532789,0.001485747655378,0.673034248050384,0.998019863848492,BARBUNYA
83175,1111.879,400.187342932454,266.183375882424,1.50342725801637,0.746712517481442,84511,325.425412550015,0.802731264778266,0.98419140703577,0.845449395480647,0.813182671309376,0.004811389755725,0.001297785039413,0.661266056917853,0.994165414771308,BARBUNYA
64332,987.745,341.300361845975,240.480029662419,1.41924617326888,0.709605304124804,65485,286.199312354,0.782970644077698,0.98239291440788,0.82860440434015,0.838555549153383,0.00530529692604,0.001618142658274,0.703175409015931,0.99797900838264,BARBUNYA
78502,1111.104,388.432968306776,258.277538093059,1.50393631275369,0.746913003901583,79717,316.151626187182,0.730604571513662,0.984758583489093,0.799063261011435,0.813915532364113,0.004948064613727,0.001339468394364,0.662458493823557,0.996295384553365,BARBUNYA
81338,1134.946,370.539639095086,280.276974291666,1.32204809200448,0.654106879218271,82905,321.811681095744,0.761848563186093,0.981098848079127,0.793511008788314,0.868494614723695,0.004555553850538,0.001598782798227,0.75428289580406,0.997198263229372,BARBUNYA
67538,1010.848,371.632253509503,231.748690582846,1.60360022995104,0.781746128328757,68500,293.244015066503,0.698392016958792,0.985956204379562,0.830589329452702,0.789070411131591,0.005502565274505,0.001315854891422,0.622632113723377,0.998453000741708,BARBUNYA
72837,1052.169,371.910382104484,250.023336350269,1.48750267688396,0.740308140269325,73876,304.530702425675,0.784450355946624,0.98593589257675,0.826781803497415,0.818828183022115,0.005106063979907,0.001415914872294,0.670479593311299,0.997340189846627,BARBUNYA
71703,1088.317,372.309368469033,246.482682084142,1.51048895330479,0.749470905531807,73141,302.150782021403,0.774665082108903,0.98033934455367,0.760740196540571,0.811558364120334,0.005192382026819,0.001389394044275,0.658626978373673,0.994848775181943,BARBUNYA
52836,932.617,321.661219914091,209.460328162068,1.53566655192676,0.75892072052587,53871,259.370169035737,0.715789473684211,0.98078743665423,0.763366575683757,0.80634578549758,0.006087917705998,0.001587573413869,0.650193525789709,0.998480449834587,BARBUNYA
85567,1156.399,415.486584120151,262.769762980438,1.58118110473419,0.774610475407612,86970,330.071640896872,0.711575883575884,0.983868000459929,0.804082767839639,0.794421898352852,0.004855687170523,0.001192985843807,0.631106152582549,0.99789312354502,BARBUNYA
62524,977.204,359.218728906505,224.136718829782,1.60267684287513,0.781459390747069,63879,282.148948775326,0.715385759562466,0.978788021102397,0.822784584806886,0.785451665157363,0.005745293469812,0.001348869202904,0.616934318298474,0.988746345511916,BARBUNYA
73100,1079.089,380.360014666454,245.418404539819,1.54984307464497,0.763991240781177,74217,305.08000708034,0.794668869852589,0.984949539862835,0.788883204744415,0.802082225566931,0.00520328337437,0.001328412062601,0.643335896570401,0.997069683970145,BARBUNYA
87968,1147.645,412.443253149639,272.421553429252,1.51398906568805,0.750820105524656,89304,334.670489095263,0.695718194903592,0.985039863835886,0.839304292705328,0.811434025261752,0.004688560080366,0.001253811090564,0.658425177352488,0.99684851908538,BARBUNYA
62650,963.789,349.123504104874,229.698730991331,1.51991916802557,0.753079329931664,63464,282.433102659122,0.746010954989283,0.987173830833228,0.847553279805717,0.808977623501056,0.005572601821307,0.001472257623019,0.654444795325416,0.994703188829673,BARBUNYA
70877,1088.816,348.913971608316,261.220411727032,1.33570714976486,0.662946130112555,72790,300.405391449944,0.723183037946269,0.973718917433713,0.75128756855981,0.860972663448322,0.004922809537767,0.001668592341883,0.741273927205298,0.99012488450239,BARBUNYA
76559,1125.301,399.442758358379,245.488030620112,1.62713741011882,0.788857426146815,78821,312.214583748708,0.6971570627231,0.971302064170716,0.759746497355534,0.781625344847509,0.005217450049744,0.001201247773934,0.610938179707987,0.994080367472762,BARBUNYA
